iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code,default-currency,currency,total-Commitment,total-Disbursement,total-Expenditure,total-Incoming Funds,total-Interest Repayment,total-Loan Repayment,total-Reimbursement
FI-3-2009-1307-66012401,1,2011-08-17 00:00:00,en,"Ministry of Foreign Affairs, Finland",FI-3,Government,NGO Support / GPHRC hospital development project,To keep and provide quality of services to larger number of disabled people needing rehabilitation and medical services in western part of Nepal.,2,2009-12-10,2012-12-31,,,,,,Finland,FI,Government,Ministry of Foreign Affairs,FI-3,Government,NATIONAL NGOs,22000,,NP,Nepal,,,,,12230,Basic health infrastructure,,OECD Development Assistance Committee,1,110,10,,5,USD,,215151,83444,0,0,0,0,0
SE-6-7400308901-NP-24040,2,2014-03-27 00:00:00,en,Swedish International Development Cooperation Agency,SE-6,Government,SHIA fram 2007-2009,Support to SHIA's global support to people with disabilities.,4,,,2006-12-01,2010-10-01,,,,Sweden,SE,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,NP,Nepal,,,,,24040,Informal/semi-formal financial intermediaries,100,OECD Development Assistance Committee,1,110,10,B03,5,USD,,0,0,0,0,0,0,0
SE-6-7400347201-NP-72010,2,2014-03-27 00:00:00,en,Swedish International Development Cooperation Agency,SE-6,Government,PLAN floods Nepal 08-09,"Child Protection - Plan International - The overall aim of the        program is to provide immediate relief and support to flood displaced families including lactating mothers, pregnant women and children.     Beneficiaries: 5 000 Children below the age of 5",4,,,2008-10-01,2010-06-01,,,,Sweden,SE,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,NP,Nepal,,,,,72010,Material relief assistance and services,100,OECD Development Assistance Committee,1,110,10,C01,5,USD,,0,149174,0,0,0,0,0
46004-43448-013-GRNT0367,1,2013-12-31 00:00:00,en,Asian Development Bank,46004,Multilateral,BAGMATI RIVER BASIN IMPROVEMENT PROJECT,"The Bagmati River Basin Improvement Project aims to improve water security and resilience to potential climate change impact in the Bagmati River Basin. The project will complement ongoing efforts of the Government of Nepal and civil society to improve water management and the river environment in the Bagmati River Basin (BRB). The project will invest in forming a river basin organization with adequate capacity and decision support systems for integrated water resources management (IWRM). It will finance the construction of upstream water storage, riverbed oxygenating weirs, riverbank beautification, and community initiatives to improve the river environment in Kathmandu Valley

The impact will be increased water security in the BRB. The outcome will be improved river health and flood management. The project is the first attempt in Nepal to apply the concept and principles of IWRM since its adoption under the 2005 National Water Plan.

The project focuses on priority issues selected by the basin stakeholders from the basin strategic investment road map. The road map is based on the 2009 Bagmati Action Plan and further consultations with basin stakeholders. The project has five outputs:
(i) Established systems and capacity for integrated and participatory river basin management. Activities include (a) provide legal and institutional strengthening for IWRM and formation of a river basin organization (RBO), (b) mobilize basin stakeholders, (c) build capacity for increasing RBO competence, (d) establish a central water resources information system including a decision support system and an operating water quality monitoring network, and (e) prepare a 15-year participatory integrated river basin master plan.
(ii) Improved riverbank environment in urban areas. Activities include (a) remove contaminated riverbed material; (b) construct weirs and provide phyto-remediation to enhance the river s self-cleaning capacity; (c) stabilize and beautify the riverbank; (d) mobilize, raise awareness, and build capacity of local government and communities for riverbank management and maintenance; and (e) collaborate with the private sector, which has expressed interest in setting up recreational businesses along the riverbanks through public private partnerships or finance maintenance as part of social corporate activities.
(iii) Increased water availability in the basin during the dry season and watershed conservation. Activities include (a) construct an 861,000 cubic meters (m3) Dhap dam and complete detail design of the 8 million m3 Nagmati dam, (b) provide rooftop rainwater harvesting and groundwater recharge, and (c) implement upstream watershed management.
(iv) Functioning flood forecasting and early warning system for the Bagmati River Basin. Activities include (a) upgrade the existing flood forecasting system, 
(b) install a flood early warning system, and (c) increase community awareness and build capacity for flood response.
(v) Efficient project management with effective stakeholder communication. Activities include (a) establish competent project management and project implementation units, (b) undertake timely procurement and disbursement, and (c) implement the project communication strategy and monitoring.

",2,2013-12-31,2020-02-29,,,,,,Asian Development Bank,46004,Multilateral,,,,,,,NP,Nepal,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,2,110,10,C01,5,USD,,4500000,0,0,0,0,0,0
DE-1-201134436,1,2014-03-21 00:00:00,de,BMZ,DE-1,Government,"Integrierte ländliche Entwicklung und Naturschutz, Nepal",,2,2011-08-15,2014-12-31,2011-09-15,,,,,DE,DE,Government,,,,,,,NP,Nepal,,,,,43040,Rural development,,OECD Development Assistance Committee,3,,,,,EUR,!Mixed currency,463125.00,382275.00,0,0,0,0,0
2009091300,,2014-01-09 00:00:00,en,Ministry for Foreign Affairs of Finland,FI-3,Government,Support to Nepal's School Sector Reform Programme,"The GoN has requested the Development Partners to support the education sector through the School Sector Reform (SSR) Program. The overall objective of the SSR is to contribute towards poverty reduction through inclusive, responsive and accountable local governance and participatory community-led development. The Program Development objective is to increase access to and quality of school education especially for children from marginalized groups.",,2009-10-21,2014-12-31,,,,,,Finland,FI,,Ministry for Foreign Affairs of Finland,FI-3,,Government,12000,,NP,Nepal,,,,,11110,Education policy and administrative management,,OECD Development Assistance Committee,1,,,,,EUR,EUR,0,92700,0,0,0,0,0
GB-1-202921-113,2,2014-03-01 00:00:00,en,Department for International Development,GB-1,Government,"Developing Climate Resilient  Livelihoods for local communities through public-private partnership for 500,000 people in Western Nepal that suffer from climate extremes and environmental disasters",,2,2014-01-16,2014-07-31,2014-01-16,2014-07-31,,,,UNITED KINGDOM,GB,Government,Department for International Development,GB-1,Government,,,,NP,Nepal,,,,,41010,Environmental policy and administrative management,,OECD Development Assistance Committee,1,,10,C01,5,GBP,,75000,0,0,0,0,0,0
GB-1-201375-105,2,2014-01-16 00:00:00,en,Department for International Development,GB-1,Government,Fund to Meet Health Adviser's Cost and Monitoring,,2,2010-07-01,2015-06-30,2010-07-01,2015-06-30,,,,UNITED KINGDOM,GB,Government,Department for International Development,GB-1,Government,Other.,52000,,NP,Nepal,,,,,12281;12261;12110;12220,Health personnel development;Health education;Health policy and administrative management;Basic health care,10;10;39;41,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,1,110,10,C01,5,GBP,!Mixed currency,283417,0,174401,0,0,0,0
GB-3-PSA NPK 200004,,,en,Foreign & Commonwealth Office,GB-3,Government,"Journalism Training, Campaign and Visit",Provide opportunity to the working journalists  to be engaged in practical aspects of investigative journalism with particular focus in two issues- a) rule of law and impunity; b) economic accountability,,2011-01-01,2011-12-31,,,,,,United Kingdom,GB,Government,Foreign & Commonwealth Office,GB-3,Government,,,,NP,Nepal,,,,,15162,Human rights,,OECD Development Assistance Committee,,,10,C01,,GBP,,0,7082.79,0,0,0,0,0
US-USG-AID-1-NP-13634,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,Request to negotiate and award the DGP - Climate Change grant.,Request to negotiate and award the DGP - Climate Change grant.,2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,0,75000,0,0,0,0,0
DE-1-201229020,1,2014-03-21 00:00:00,de,BMZ,DE-1,Government,Weiterführung der Stärkung der Zivilgesellschaft in fünf Distrikten der Entwicklungsregion Far West in Nepal,,2,,,2012-02-07,,,,,DE,DE,Government,,,,,,,NP,Nepal,,,,,15150,Strengthening civil society,,OECD Development Assistance Committee,3,,,,,EUR,!Mixed currency,130000.00,!Mixed currency,0,0,0,0,0
US-USG-AID-1-NP-93805,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,"PRH/CSL - DELIVER III/JSI (IQC), GPO-I-00-06-00007, 3089.-A. Request OAA replace the current F.5 in the IQC contract, with the attached new F.5, to change reporting requirements (see attached/supporting docs TAB).","PRH/CSL - DELIVER III/JSI (IQC), GPO-I-00-06-00007, 3089.-A. Request OAA replace the current F.5 in the IQC contract, with the attached new F.5, to change reporting requirements (see attached/supporting docs TAB).",2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,0,14438,0,0,0,0,0
GB-CHC-202918-NPLA72,,2011-04-18 00:00:00,en,Oxfam GB,GB-CHC-202918,International NGO,WASH Humanitarian Capacity Improvement Project,"This project covers the Water Sanitation and Hygiene Promotion (WASH) humanitarian capacity improvement in Four Terai Districts and four Mid and Far Western Hilly Districts and 67 VDCs within these districts, which is designed incorporating lessons learnt from our humanitarian responses (flood and diarrhoea) in 2007, 2008 and 2009 and WASH HCI project June 2010–March 2011. It is mainly focused on enhancing humanitarian capacity of district and national WASH cluster members to prepare for and respond to flood/landslides disasters and diarrhoea outbreaks (including staff of Oxfam, Government line agencies and partners) in target VDCs.",3,,,2010-04-09,2011-03-31,,,,,,,Oxfam GB,GB-CHC-202918,International NGO,,,,NP,Nepal,,,,,,,100,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,,,,,,GBP,,0,0,82824,0,0,0,0
US-USG-AID-1-NP-84899,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,"Deobligation of the minimum amount obligated - $25,000.00.","Deobligation of the minimum amount obligated - $25,000.00.",2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,17628,5980,0,0,0,0,0
US-USG-AID-1-NP-93716,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,Modification to realign the budget,Modification to realign the budget,2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,0,75626,0,0,0,0,0
41122-2970/A0/04/800/003,1,2013-06-07 00:00:00,en,UNICEF,41122,Multilateral,IR3 - EFFECTIVE AND EFFICIENT MANAGEMENT,"Human Resource management, including HR staff Salaries & staff development and learning, staff well-being, overtime & night differential and staff-related security costs covered under BSB functions 13 and 16",2,2014-04-02,2014-04-02,,,,,,UNDP - USA,,Multilateral,,,,,,,NP,Nepal,,998,"Bilateral, unspecified",,43010,Multisector aid,100,OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,0,93272.34,42377.13,0,0,0,0
US-USG-AID-1-NP-8438,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,n/a,n/a,2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,0,200000,0,0,0,0,0
ES-16-2012-2012007023,1,,en,"Ministry of Foreign Affairs and Cooperation, Spain",ES-5,Government,STUDENT TO STUDENT.,STUDENT TO STUDENT :: FORMACION ESTUDIANTES,,2012-01-02,2013-01-01,,,,,,Spain,ES,Government,Municipalities,ES-16,,NATIONAL NGOs,22000,,NP,Nepal,,,,,11220,Primary education,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,EUR,3754,3754,0,0,0,0,0
US-USG-AID-1-NP-29248,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,n/a,n/a,2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,-42565,27920,0,0,0,0,0
SE-6-5400007601-NP-15150,2,2014-03-27 00:00:00,en,Swedish International Development Cooperation Agency,SE-6,Government,Frame LO-TCO Secretariat  South 2010-12-Frame LO-TCO Secr 2010-12,Framework agreement funds provided LO-TCO for activites that coincide with Sida's assignment to support civil society in developing         countries.  Includes an administration grant.,4,,,2010-01-01,2014-06-01,,,,Sweden,SE,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,NP,Nepal,,,,,15150,Strengthening civil society,100,OECD Development Assistance Committee,3,110,10,B01,5,USD,,0,147719,0,0,0,0,0
US-1-2009017063,,,en,United States Government,US,Government,"Overseas schools, libraries and hospital centers enhance demonstration of ideas and practices consistent with those of the U.S.","Overseas schools, libraries and hospital centers enhance demonstration of ideas and practices consistent with those of the U.S. [Enterprise - United States Unknown]",2,2009-01-01,2009-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Enterprise - United States Unknown,50000,,NP,Nepal,,,,,12220,Basic health care,,OECD Development Assistance Committee,,,,,,USD,,0,1100,0,0,0,0,0
US-USG-AID-1-NP-61612,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,n/a,n/a,2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,3941,1265,0,0,0,0,0
US-1-2009015937,,,en,United States Government,US,Government,Maternal and Child Health,"Increase the availability and use of proven life-saving interventions that address the major killers of mothers and children and improve their health and nutrition status, including effective maternity care and management of obstetric complications; prevention services including newborn care, routine immunization, polio eradication, safe water and hygiene, and micronutrients; improved maternal, infant and young child feeding; and treatment of life-threatening childhood illnesses. [Enterprise - Non United States Unknown]",2,2009-01-01,2009-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Enterprise - Non United States Unknown,50000,,NP,Nepal,,,,,13020,Reproductive health care,,OECD Development Assistance Committee,,,,,,USD,,0,5068,0,0,0,0,0
IM-CR-017899B-201213-020,,,en,Manx Times,IM-CR-017899B,Regional NGO,Emergency Aid,Kharpani flood disaster,1,2012-04-01,2013-03-31,,,,,,"International Development Committee, Isle of Man Government",IM-IDC,Government,,,,Pahar Trust Nepal,GB-CHC-1028469,International NGO,NP,Nepal,,,,,,,,,,,,,,GBP,,25000,25000,0,0,0,0,0
US-1-2009021198,,,en,United States Government,US,Government,Trade and Investment Capacity,"The collection of services, technologies, equipment, and techniques used to enhance private sector response to international trade and investment opportunities. [Government of Nepal]",2,2009-01-01,2009-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Government of Nepal,10000,,NP,Nepal,,,,,33110,Trade policy and administrative management,,OECD Development Assistance Committee,,,,,,USD,USD,431000,0,0,0,0,0,0
US-USG-PEACE-10-NP-190645,1,2013-09-30 00:00:00,en,UNITED STATES,302,Government,40 - Other Development Activities,"All costs incurred for training of Volunteers during their service, including language tutoring, workshops, and conferences.  ",2,,,2012-10-01,2013-09-30,,,,,,,Peace Corps,US-10,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,3140,3140,0,0,0,0,0
US-1-2010023982,,,en,United States Government,US,Government,Enhance Stability and Security - Assistance for HIV/AIDS - Assistance for HIV/AIDS,PEPFAR: Enhance Stability and Security - Assistance for HIV/AIDS - Assistance for HIV/AIDS [through Academy for Educational Development Inc.],2,2010-01-01,2010-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Academy for Educational Development,22000,,NP,Nepal,,,,,13040,STD control including HIV/AIDS,,OECD Development Assistance Committee,,,,,,USD,,0,935522,0,0,0,0,0
US-USG-AID-1-NP-105170,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,n/a,n/a,2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,0,520,0,0,0,0,0
46004-40553-013-LN2587,1,2013-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,ENERGY ACCESS & EFFICIENCY IMPROVEMENT PROJECT,"The Project consists of seven components under three main categories: (i) energy access, (ii) clean energy, and (iii) capacity building.<br>Energy Access- Component 1: Facilitating Access to Clean Energy. Component 1 consists of (i) constructing the Middle Marsyangdi Damauli  Marsyangdi transmission line and associated facilities to strengthen the evacuation of power from the 70 megawatt (MW) Marsyangdi hydropower station, (ii) constructing the second circuit<br>of the Butwal Kohalpur transmission line to improve cross-border power import capacity, and (iii) constructing and expanding the Chapali and Matatirtha substations and installation of capacitor banks to strengthen the capability of the transmission network to transfer power.<br>Component 2: Energy Access Quality Enhancement. Component 2 consists of constructing eight primary distribution substations and three switching stations to strengthen the electricity system s ability to connect new consumers and to improve the quality of electricity supply to existing consumers.<br>Clean Energy- Component 3: Clean Energy Plant Improvement. Component 3 involves rehabilitating two small-scale run-of-river hydropower plants at Marsyangdi (69 MW) and Gandak (15 MW) to increase the efficiency. Component 4: Supply-Side Energy Efficiency Improvement. Component 4 will develop a pilot project to rebuild selected distribution feeders and low-voltage networks which have unacceptably high losses, using international best practice to reduce both technical and commercial losses. Component 5: Energy Efficiency in Lighting. Component 5 involves distributing approximately 1 million compact fluorescent lamps to households and implementation support to improve energy efficiency in lighting. Component 6. Renewable Energy for Street Lighting. Component 6 consists of the installation of 1,000 solar and solar-wind streetlights in Bhaktapur, Kathmandu, and Lalitpur municipal areas to reduce the burden on the main electricity grid. <br>Capacity Building- Component 7: Component 7 involves assisting the Nepal Electricity Authority (NEA) by providing expert services to formulate, design, and implement public private partnerships (PPPs) in three identified distribution areas, and capacity building and implementation support to the NEA for component 4.",2,2010-03-11,2015-03-30,,,Nepal Electricity Authority,,,Asian Development Bank,46004,Multilateral,,,,,,,NP,Nepal,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,2,411,10,C01,5,USD,,65000000,22518000,0,0,0,0,0
US-1-2010010802,,,en,United States Government,US,Government,Administration and Oversight,"Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering training",2,2010-01-01,2010-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Personal Services Contractors - USAID,50000,,NP,Nepal,,,,,43010,Multisector aid,,OECD Development Assistance Committee,,,,,,USD,,0,328,0,0,0,0,0
US-USG-AID-1-NP-51103,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,n/a,n/a,2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,0,158,0,0,0,0,0
US-1-2009013155,,,en,United States Government,US,Government,Human Rights,"Advance protection of international human rights, including labor rights, not covered under other elements. This element supports governmental and nongovernmental organizations created to protect, promote, and enforce human rights. Support programs to educate governments on incorporating human rights standards and practices into all government activity. [United Nations Office of Co-ordination of Humanitarian Affairs]",2,2009-01-01,2009-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,United Nations Office of Co-ordination of Humanitarian Affairs,41127,,NP,Nepal,,,,,,,,OECD Development Assistance Committee,,,,,,USD,,0,2271174,0,0,0,0,0
GB-1-201992-103,2,2013-12-06 00:00:00,en,Department for International Development,GB-1,Government,Economic Appraisal - Social Projection Support Project,,4,2010-07-12,2012-07-31,2010-07-12,2012-07-31,,,,UNITED KINGDOM,GB,Government,Department for International Development,GB-1,Government,Other.,52000,,NP,Nepal,,,,,16010,Social/ welfare services,,OECD Development Assistance Committee,1,110,10,C01,5,GBP,!Mixed currency,26701,0,26699,0,0,0,0
GGProj:12849,,2014-03-11 00:00:00,en,GlobalGiving,US-EIN-300108263,International NGO,Sustainable Agriculture in Nepal,"Nepalese agriculture is characterized by subsistence farming and the concentration of most land in the
hands of a few people. Many Nepalese scrape a barely adequate living by working in other people's
fields. Food insecurity and malnutrition are very common. 

Educate the Children provides resources (such as high-quality seeds, tools, etc.) and training to help farmers in Nepal increase their crop yields and the variety of foods grown. This improves nutrition and combats chronic hunger.",3,2013-01-08,2014-03-11,,,,,,GlobalGiving,US-EIN-300108263,International NGO,,,,Educate the Children,GGOrg:3732,,NP,Nepal,,,,,,,,,1,,30,C01,,USD,,0,6999,0,0,0,0,0
GB-1-108532-102,2,2013-12-06 00:00:00,en,Department for International Development,GB-1,Government,Technical Assistance - Health Sector Programme,,4,2004-07-01,2010-07-31,2004-07-01,2010-07-31,,,,UNITED KINGDOM,GB,Government,Department for International Development,GB-1,Government,"University, college or other teaching institution, research institute or think-tank",51000,,NP,Nepal,,,,,12281;12261;12220;12110,Health personnel development;Health education;Basic health care;Health policy and administrative management,10;10;39;41,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,1,110,10,C01,5,GBP,!Mixed currency,3659973,0,3613855,0,0,0,0
GGProj:151,,2010-07-23 00:00:00,en,GlobalGiving,US-EIN-300108263,International NGO,Scholarship Program for Girls in Nepal,"Room to Read provides opportunities for girls in developing countries to attend school, thus allowing them to gain the lifelong gift of education and to take control of their lives.",3,2003-07-25,2005-03-17,,,,,,GlobalGiving,US-EIN-300108263,International NGO,,,,Room to Read,GGOrg:114,,NP,Nepal,,,,,,,,,1,,30,C01,,USD,,0,1375,0,0,0,0,0
US-1-2010019934,,,en,United States Government,US,Government,Business Enabling Environment,"Improve policies, laws, regulations, and administrative practices affecting the private sector. Includes reducing barriers to competition and unwarranted distortions to market prices; reducing policy and regulatory barriers to establishing, operating, and closing businesses; strengthening the legal framework surrounding property rights that is fair to both men and women, contract enforcement, and dispute resolution, along with the administration of those laws; reducing incentives for corruption",2,2010-01-01,2010-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Government of Nepal,10000,,NP,Nepal,,,,,25010,Business support services and institutions,,OECD Development Assistance Committee,,,,,,USD,USD,350000,0,0,0,0,0,0
SE-6-5204017401-NP-72010,2,2014-03-27 00:00:00,en,Swedish International Development Cooperation Agency,SE-6,Government,ICRC Appeal 2010,,4,,,2010-01-01,2011-12-01,,,,Sweden,SE,Government,Swedish International Development Cooperation Agency,SE-6,Government,International Committee of the Red Cross,21016,International NGO,NP,Nepal,,,,,72010,Material relief assistance and services,100,OECD Development Assistance Committee,1,110,10,B03,5,USD,,0,816417,0,0,0,0,0
US-USG-AID-1-NP-61609,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,n/a,n/a,2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,8197,3932,0,0,0,0,0
US-1-2010010997,,,en,United States Government,US,Government,Administration and Oversight,"Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering training",2,2010-01-01,2010-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Personal Services Contractors - USAID,50000,,NP,Nepal,,,,,43010,Multisector aid,,OECD Development Assistance Committee,,,,,,USD,,0,343,0,0,0,0,0
US-USG-AID-1-NP-90412,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,n/a,n/a,2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,0,4349,0,0,0,0,0
GB-CHC-202918-NPLA95,,2013-12-27 00:00:00,en,Oxfam GB,GB-CHC-202918,International NGO,Urban WASH Preparedness and CBDRR & Urban Risk Management for KTM and Terai,"In line with PIP P00709, the project is centred on reducing suffering and loss of life following a major earthquake in Nepal and increased resilience of 2 municipalities to disaster risk in Nepal. The project covers 14 wards/2 Internally Displaced Person (IDP) camp sites in Kathmandu Valley and Two Terai Municipalities in the Far Western Region of Nepal: Dhangadhi (Kailali district). Mahendranagar (Kanchanpur district) and 4 wards (communities) in these Municipalities.",2,,2014-06-30,2012-04-01,,,,,Department for International Development,GB-1,Government,Oxfam GB,GB-CHC-202918,International NGO,Environment and Public Health Organization,,International NGO,NP,Nepal,,,,,;,;,10;90,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.;Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,,,,,,GBP,,947671,213450,735842,555500,0,0,0
US-1-2009018884,,,en,United States Government,US,Government,Program Support (Conflict),"Develop and conduct needs assessments, baseline studies, targeted evaluations, special studies or other information-gathering efforts specifically for the design, monitoring and evaluation of USG-funded programs. This sub-element may also include developing and disseminating best practices and lessons learned, testing demonstration and/or pilot models, or the preparation of strategic plans and other short-term programming tasks. Note: All such activities that are carried out by partners as an in [U.S. Government - U.S. Agency for International Development]",2,2009-01-01,2009-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,U.S. Government - U.S. Agency for International Development,10000,,NP,Nepal,,,,,15220,"Civilian peace-building, conflict prevention and resolution",,OECD Development Assistance Committee,,,,,,USD,,0,26558,0,0,0,0,0
GB-1-203274-104,2,2014-01-11 00:00:00,en,Department for International Development,GB-1,Government,Monitoring and Evaluation,,2,2013-12-01,2018-12-31,2013-12-01,2018-12-31,,,,UNITED KINGDOM,GB,Government,Department for International Development,GB-1,Government,,,,NP,Nepal,,,,,16010;15130;15210;,Social/ welfare services;Legal and judicial development;Security system management and reform;,20;20;25;35,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,1,,10,C01,5,GBP,,1200000,0,0,0,0,0,0
US-USG-MCC-18-NP-193540-193540,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,Not Applicable,,2,,,2013-03-01,2013-07-30,,,,,,,Millennium Challenge Corporation,US-18,Government,,,,NP,Nepal,,,,,,,,,,110,,,,USD,USD,-2557,0,0,0,0,0,0
US-1-2010021347,,,en,United States Government,US,Government,Conflict Program,Conflict Program [through Save the Children],2,2010-01-01,2010-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Save the Children,22000,,NP,Nepal,,,,,15220,"Civilian peace-building, conflict prevention and resolution",,OECD Development Assistance Committee,,,,,,USD,,0,4249,0,0,0,0,0
44000-P010197,,2013-07-27 00:00:00,en,World Bank Group,44000,,KARNALI PREPARATION,,3,,1990-12-31,1984-03-20,1990-12-31,,,,International Development Association,44002,,International Development Association,44002,,,,,NP,Nepal,,,,,23065,Hydro-electric power plants,100,OECD Development Assistance Committee,2,,,C01,5,USD,,0,0,0,0,-193451,-1172126,0
46004-35170-013-LN2071,1,2013-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,COMMUNITY LIVESTOCK DEVELOPMENT PROJECT,"The objective is to reduce the incidence of poverty in rural communities in the project area. Its purpose will be to improve the levels of food security, nutrition, incomes, and employment for 164,000 families through increased productivity of the livestock subsector in an environmentally sustainable and socially equitable manner, while enhancing the capacity of the people to manage an ongoing process of development themselves.
",3,2004-04-08,2010-06-30,,2010-11-30,Department of Livestock Services,,,Asian Development Bank,46004,Multilateral,,,,,,,NP,Nepal,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,2,411,10,C01,5,USD,,20000000,20331000,0,0,0,0,0
